2003	0.14939000000000002
2002	0.1381
2011	0.16459999999999997
2001	0.14263000000000003
2001	0.16888000000000003
1997	0.15610000000000002
1994	0.15593999999999997
2003	0.16679
2006	0.16210000000000002
1995	0.13695999999999997
2001	0.13582000000000005
2011	0.16488999999999998
2011	0.14312999999999998
2004	0.14481999999999995
2009	0.19033999999999995
1989	0.1644
2009	0.17945
1999	0.18992999999999993
2007	0.1532
2000	0.16918
2009	0.17321999999999993
2003	0.16947999999999996
2007	0.17271999999999998
2000	0.15715999999999997
2002	0.17649000000000004
1998	0.15895000000000004
1990	0.14952999999999994
2011	0.18145999999999995
2007	0.17019000000000006
2001	0.16793000000000002
2001	0.16366000000000003
2002	0.16364999999999996
2011	0.15937999999999997
2009	0.19294
2010	0.18937000000000004
1996	0.17107000000000006
2009	0.20889999999999997
2008	0.16802000000000006
2009	0.17154999999999998
1999	0.16735
2003	0.17362
1993	0.17042999999999997
1997	0.17290000000000005
2004	0.19874999999999998
1993	0.16880000000000006
1994	0.16246000000000005
2008	0.20726
2007	0.18571000000000004
2002	0.16759999999999997
1993	0.126
1993	0.15836000000000006
2011	0.16135999999999995
1996	0.17710000000000004
2008	0.15022999999999997
1996	0.15670000000000006
2006	0.15474
2010	0.18484999999999996
1997	0.18323
1997	0.15932000000000002
1996	0.13277000000000005
2000	0.16110000000000002
1993	0.16040999999999994
1993	0.16754999999999998
1990	0.15480000000000005
2006	0.21282
1999	0.15376999999999996
2002	0.16643999999999992
2004	0.16201
2001	0.16616999999999993
1990	0.16819000000000006
1983	0.16981000000000002
1990	0.15574
2011	0.16476999999999997
2011	0.15832000000000002
2002	0.18033
2007	0.15627000000000002
2012	0.24265000000000003
2009	0.19201000000000001
2005	0.18110000000000004
2010	0.20963000000000004
2007	0.19448
2005	0.20764
2001	0.17433999999999994
2001	0.19947000000000004
2007	0.22353
2010	0.19531999999999994
2004	0.16974
2006	0.20349
2002	0.17147
2011	0.19114999999999993
2000	0.16138000000000008
2008	0.17786999999999997
1999	0.16308999999999996
2004	0.15705000000000002
2005	0.16723
2004	0.18701999999999996
2003	0.1602
2007	0.18833999999999995
1983	0.14534999999999998
1994	0.18799
2001	0.17111999999999994
